Product Number,Material,Form,Choice,Grade,Finish,Surface,Quantity,Weight (t),Length (mm),Width (mm),Height (mm),Thickness (mm),Outer Diameter (mm),Wall Thickness (mm),Web Thickness (mm),Flange Thickness (mm),Certificates,Location
41998494,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.16,6350,,,,45,5,,,,PL
31134791,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.16,6350,,,,45,5,,,,PL
55863746,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.16,6350,,,,45,5,,,,PL
27063351,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.17,6400,,,,45,5,,,,PL
70824651,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.17,6400,,,,45,5,,,,PL
78739385,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.17,6400,,,,45,5,,,,PL
65751778,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.17,6400,,,,45,5,,,,PL
46333524,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.17,6400,,,,45,5,,,,PL
51498044,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,42,1.16,5610,,,,45,5,,,,PL
95595774,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,32,1.01,6400,,,,45,5,,,,PL
38189827,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.17,6400,,,,45,5,,,,PL
28697790,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.17,6400,,,,45,5,,,,PL
86233150,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.17,6400,,,,45,5,,,,PL
12775189,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.17,6400,,,,45,5,,,,PL
96347275,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.17,6400,,,,45,5,,,,PL
83555380,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.17,6400,,,,45,5,,,,PL
79812976,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.17,6400,,,,45,5,,,,PL
60801666,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,27,0.86,6450,,,,45,5,,,,PL
70539380,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.18,6450,,,,45,5,,,,PL
76598189,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.03,5620,,,,45,5,,,,PL
25178596,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.18,6450,,,,45,5,,,,PL
21458849,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.18,6450,,,,45,5,,,,PL
36883640,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.18,6450,,,,45,5,,,,PL
37032863,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,22,0.7,6450,,,,45,5,,,,PL
41518000,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.18,6450,,,,45,5,,,,PL
89476273,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.18,6450,,,,45,5,,,,PL
51701075,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.19,6500,,,,45,5,,,,PL
29310098,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,20,0.64,6500,,,,45,5,,,,PL
55063245,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.19,6500,,,,45,5,,,,PL
24130262,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.03,5620,,,,45,5,,,,PL
27393009,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,40,1.11,5630,,,,45,5,,,,PL
48200067,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.03,5650,,,,45,5,,,,PL
68440020,Carbon Steel,Slit Coils,1st Choice,DC03,Hot-dip Galvanized (+Z),Z100,1,3.032,,330,,1.01,1365,,,,,DE
40765751,Carbon Steel,Slit Coils,1st Choice,DC03,Hot-dip Galvanized (+Z),Z100,1,3.032,,330,,1.01,1365,,,,,DE
93860857,Carbon Steel,Coils,1st Choice,DX54D,Hot-dip Galvanized (+Z),Z144,1,6.86,,1149,,0.81,1158,,,,,DE
31951300,Carbon Steel,Coils,1st Choice,DX54D,Hot-dip Galvanized (+Z),Z144,1,7.04,,1147,,0.81,1169,,,,,DE
27521196,Carbon Steel,Coils,1st Choice,DX56D,Hot-dip Galvanized (+Z),Z144,1,7,,1147,,0.85,1167,,,,,DE
24148931,Carbon Steel,Coils,1st Choice,DX56D,Hot-dip Galvanized (+Z),Z144,1,5.94,,1145,,0.83,917,,,,,DE
95056891,Carbon Steel,Coils,1st Choice,DC03,Hot-dip Galvanized (+Z),Z100,1,18.185,,1020,,1.33,1807,,,,,DE
65030994,Carbon Steel,Coils,1st Choice,DX54D,Hot-dip Galvanized (+Z),Z100,1,9.515,,1085,,0.76,1340,,,,,DE
95305645,Carbon Steel,Coils,1st Choice,DX54D,Hot-dip Galvanized (+Z),Z100,1,10.635,,1085,,0.76,1401,,,,,DE
33092770,Carbon Steel,Coils,1st Choice,DX51D,Hot-dip Galvanized (+Z),Z100,1,21.625,,1201,,0.65,1783,,,,,DE
96327884,Carbon Steel,Coils,1st Choice,DX51D,Hot-dip Galvanized (+Z),Z70,1,14.585,,1225,,0.68,1518,,,,,DE
29567096,Carbon Steel,Coils,1st Choice,S350GD,Hot-dip Galvanized (+Z),Z144,1,17.36,,1213,,0.65,1641,,,,,DE
30862658,Carbon Steel,Slit Coils,1st Choice,DC03,Hot-dip Galvanized (+Z),Z100,1,3.032,,330,,1.01,1365,,,,,DE
97657088,Carbon Steel,Coils,1st Choice,DX51D,Hot-dip Galvanized (+Z),,1,5.03,,671,,0.71,1260,,,,,DE
39995971,Carbon Steel,Coils,1st Choice,S320GD,Hot-dip Galvanized (+Z),Z100,1,9.445,,1001,,0.7,1338,,,,,DE
14732138,Carbon Steel,Coils,1st Choice,DX51D,Hot-dip Galvanized (+Z),Z70,1,13.725,,1251,,0.71,1427,,,,,DE
92042491,Carbon Steel,Coils,1st Choice,DX51D,Hot-dip Galvanized (+Z),Z100,1,23.075,,1211,,2.42,1861,,,,,DE
93400031,Carbon Steel,Coils,1st Choice,S350GD,Hot-dip Galvanized (+Z),Z144,1,6.77,,971,,2.13,1226,,,,,DE
65692795,Carbon Steel,Coils,1st Choice,S350GD,Hot-dip Galvanized (+Z),Z144,1,11.54,,971,,2.13,1516,,,,,DE
50928947,Carbon Steel,Coils,1st Choice,S350GD,Hot-dip Galvanized (+Z),Z144,1,5.72,,974,,2.17,1151,,,,,DE
14349461,Carbon Steel,Coils,1st Choice,S350GD,Hot-dip Galvanized (+Z),Z144,1,5.5,,974,,2.17,1135,,,,,DE
31430964,Carbon Steel,Coils,1st Choice,S350GD,Hot-dip Galvanized (+Z),Z144,1,5.73,,974,,2.17,1152,,,,,DE
95783817,Carbon Steel,Coils,1st Choice,S280GD,Hot-dip Galvanized (+Z),,1,10.465,,1252,,3.11,1314,,,,,DE
73317080,Carbon Steel,Coils,1st Choice,DX54D,Hot-dip Galvanized (+Z),Z100,1,20.03,,1246,,0.64,1726,,,,,DE
91531280,Carbon Steel,Coils,1st Choice,S420GD,Hot-dip Galvanized (+Z),,1,4.18,,1266,,1.46,953,,,,,DE
79072170,Carbon Steel,Coils,1st Choice,S420GD,Hot-dip Galvanized (+Z),,1,4,,1266,,1.46,716,,,,,DE
24246481,Carbon Steel,Coils,1st Choice,S420GD,Hot-dip Galvanized (+Z),,1,21.405,,1266,,1.45,1732,,,,,DE
24830945,Carbon Steel,Coils,1st Choice,S280GD,Hot-dip Galvanized (+Z),,1,12.03,,1254,,2.94,1389,,,,,DE
55349767,Carbon Steel,Coils,1st Choice,S280GD,Hot-dip Galvanized (+Z),,1,11.56,,1254,,2.94,1366,,,,,DE
45192896,Carbon Steel,Coils,1st Choice,S280GD,Hot-dip Galvanized (+Z),,1,11.87,,1254,,2.97,1381,,,,,DE
15759465,Carbon Steel,Coils,1st Choice,S280GD,Hot-dip Galvanized (+Z),,1,11.7,,1254,,2.97,1373,,,,,DE
27710909,Carbon Steel,Coils,1st Choice,S420GD,Hot-dip Galvanized (+Z),,1,16.46,,1507,,1.55,1464,,,,,DE
85652508,Carbon Steel,Coils,1st Choice,S320GD,Hot-dip Galvanized (+Z),,1,11.04,,1506,,1.51,1249,,,,,DE
28626249,Carbon Steel,Coils,1st Choice,S320GD,Hot-dip Galvanized (+Z),,1,10.91,,1506,,1.51,1244,,,,,DE
90173546,Carbon Steel,Coils,1st Choice,DX56D,Hot-dip Galvanized (+Z),Z120,1,11.005,,606,,0.85,1821,,,,,DE
10327720,Carbon Steel,Coils,1st Choice,S420GD,Hot-dip Galvanized (+Z),,1,10.94,,1505,,1.56,1245,,,,,DE
85120993,Carbon Steel,Coils,1st Choice,S420GD,Hot-dip Galvanized (+Z),,1,10.75,,1505,,1.56,1237,,,,,DE
86459602,Carbon Steel,Coils,1st Choice,S420GD,Hot-dip Galvanized (+Z),,1,19.93,,1505,,1.56,1587,,,,,DE
98317361,Carbon Steel,Coils,1st Choice,S320GD,Hot-dip Galvanized (+Z),,1,20.325,,1504,,1.53,1601,,,,,DE
67321440,Carbon Steel,Coils,1st Choice,S320GD,Hot-dip Galvanized (+Z),Z225,1,22.86,,1224,,0.67,1844,,,,,DE
11380612,Carbon Steel,Coils,1st Choice,S280GD,Hot-dip Galvanized (+Z),Z225,1,17.78,,1224,,0.68,1652,,,,,DE
14277043,Carbon Steel,Coils,1st Choice,HX380LAD,Hot-dip Galvanized (+Z),Z140,1,15.61,,1151,,1.13,1604,,,,,DE
61222070,Carbon Steel,Coils,1st Choice,DX56D,Hot-dip Galvanized (+Z),Z120,1,11.005,,606,,0.85,1821,,,,,DE
25955205,Carbon Steel,Coils,1st Choice,DX54D,Hot-dip Galvanized (+Z),Z144,1,6.89,,1147,,0.81,1160,,,,,DE
88944017,Carbon Steel,Coils,1st Choice,DX54D,Hot-dip Galvanized (+Z),Z144,1,6.86,,1149,,0.81,1158,,,,,DE
38390004,Carbon Steel,Coils,1st Choice,DX54D,Hot-dip Galvanized (+Z),Z144,1,7.03,,1147,,0.81,1169,,,,,DE
77437605,Carbon Steel,Coils,1st Choice,DX54D,Hot-dip Galvanized (+Z),Z144,1,6.84,,1149,,0.81,1157,,,,,DE
54908773,Carbon Steel,Coils,2nd Choice,DX56D,Hot-dip Galvanized (+Z),Z144,1,11.05,,636,,0.85,1786,,,,,DE
30898916,Carbon Steel,Coils,2nd Choice,DX56D,Hot-dip Galvanized (+Z),Z144,1,3.36,,636,,0.85,1109,,,,,DE
35770363,Carbon Steel,Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z100,1,3.4,,978,,0.91,967,,,,,DE
67328867,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z70,1,4.465,,1225,,0.61,922,,,,,DE
72061460,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z275,1,1.9,,1224,,0.56,714,,,,,DE
94389926,Carbon Steel,Coils,2nd Choice,S250GD,Hot-dip Galvanized (+Z),Z225,1,1.06,,1224,,0.53,631,,,,,DE
35309766,Carbon Steel,Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,8.823,,1255,,0.44,1183,,,,,DE
72341898,Carbon Steel,Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,7.683,,1255,,0.44,1118,,,,,DE
82528020,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z225,1,9.435,,1223,,0.54,1229,,,,,DE
82548493,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z275,1,8.763,,1224,,0.44,1191,,,,,DE
69941461,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z70,1,4.825,,1223,,0.65,948,,,,,DE
65195995,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z275,1,3.69,,1223,,0.54,865,,,,,DE
39218855,Carbon Steel,Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,3.548,,1251,,0.44,847,,,,,DE
23240060,Carbon Steel,Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),Z100,1,18.66,,981,,0.7,1828,,,,,DE
79021345,Carbon Steel,Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,6.443,,1251,,0.45,1046,,,,,DE
90235573,Carbon Steel,Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,6.863,,1253,,0.43,1071,,,,,DE
83193849,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),,1,9.945,,1226,,1.2,1299,,,,,DE
67819554,Carbon Steel,Coils,2nd Choice,S250GD,Hot-dip Galvanized (+Z),Z225,1,9.985,,1224,,0.53,1302,,,,,DE
22944440,Carbon Steel,Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,6.503,,1252,,0.43,1049,,,,,DE
38286662,Carbon Steel,Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),,1,22.8,,1503,,2,1681,,,,,DE
52008738,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z100,1,2.92,,1520,,0.7,755,,,,,DE
96779321,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z100,1,2.18,,1520,,0.69,700,,,,,DE
10803840,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z100,1,1.76,,1512,,0.68,668,,,,,DE
36311504,Carbon Steel,Coils,2nd Choice,S350GD,Hot-dip Galvanized (+Z),Z100,1,6.21,,1518,,0.71,960,,,,,DE
95431613,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z70,1,4.945,,999,,0.41,1030,,,,,DE
72274684,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z275,1,1.6,,1505,,1.49,738,,,,,DE
37612895,Carbon Steel,Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,5.828,,1449,,0.51,954,,,,,DE
59420716,Carbon Steel,Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,3.278,,1450,,0.47,790,,,,,DE
42622899,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z144,1,1.38,,170,,1.28,1255,,,,,DE
78315951,Carbon Steel,Slit Coils,2nd Choice,CR300LA,Hot-dip Galvanized (+Z),Z100,1,1.02,,55,,1.12,1838,,,,,DE
11305340,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z100,1,3.05,,200,,0.91,1687,,,,,DE
21637979,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z100,1,3.52,,200,,0.92,1796,,,,,DE
58761072,Carbon Steel,Slit Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,0.744,,110,,0.47,1164,,,,,DE
36191541,Carbon Steel,Slit Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,1.128,,110,,0.47,1386,,,,,DE
26629078,Carbon Steel,Slit Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,1.168,,110,,0.46,1407,,,,,DE
29793437,Carbon Steel,Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z144,1,8.91,,1173,,0.64,1267,,,,,DE
55777049,Carbon Steel,Slit Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,1.066,,110,,0.46,1353,,,,,DE
97373953,Carbon Steel,Slit Coils,2nd Choice,DX56D,Hot-dip Galvanized (+Z),Z144,1,10.155,,583,,0.84,1788,,,,,DE
75827009,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z144,1,1.37,,150,,0.63,1361,,,,,DE
60671916,Carbon Steel,Slit Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z144,1,1.27,,150,,0.63,1321,,,,,DE
26437166,Carbon Steel,Slit Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z70,1,1.772,,205,,0.66,1288,,,,,DE
64913252,Carbon Steel,Slit Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,1.198,,100,,0.47,1484,,,,,DE
91543118,Carbon Steel,Slit Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,1.088,,100,,0.46,1422,,,,,DE
98786235,Carbon Steel,Slit Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,1.134,,112,,0.48,1378,,,,,DE
97953736,Carbon Steel,Slit Coils,2nd Choice,S220GD,Hot-dip Galvanized (+Z),Z225,1,2.78,,160,,0.43,1754,,,,,DE
24193269,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z275,1,1.305,,1006,,1.49,763,,,,,DE
12443242,Carbon Steel,Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),Z144,1,2.272,,1148,,0.91,833,,,,,DE
33235956,Carbon Steel,Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),Z144,1,1.322,,1145,,0.92,748,,,,,DE
37481365,Carbon Steel,Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z100,1,1.432,,1085,,0.92,766,,,,,DE
73868873,Carbon Steel,Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),Z144,1,1.045,,1030,,1.32,650,,,,,DE
81219243,Carbon Steel,Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),Z144,1,1.105,,1027,,1.33,658,,,,,DE
83319862,Carbon Steel,Coils,2nd Choice,DX56D,Hot-dip Galvanized (+Z),Z144,1,4.65,,636,,0.85,1089,,,,,DE
38813236,Carbon Steel,Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),Z140,1,1.51,,1160,,0.77,764,,,,,DE
23995342,Carbon Steel,Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),Z144,1,1.005,,1065,,1.22,641,,,,,DE
29943418,Carbon Steel,Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z144,1,8.23,,1175,,0.65,1228,,,,,DE
93016766,Carbon Steel,Coils,2nd Choice,HX380LAD,Hot-dip Galvanized (+Z),Z144,1,2.755,,1128,,1.1,876,,,,,DE
93650187,Carbon Steel,Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),Z144,1,1.342,,1146,,0.92,750,,,,,DE
98170126,Carbon Steel,Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),,1,1.36,,1134,,0.92,753,,,,,DE
94321797,Carbon Steel,Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),,1,2.02,,1133,,0.91,813,,,,,DE
33312850,Carbon Steel,Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),Z144,1,1.13,,1071,,0.68,737,,,,,DE
73727962,Carbon Steel,Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),Z144,1,1.27,,1071,,0.68,751,,,,,DE
12457355,Carbon Steel,Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),Z100,1,1.23,,1027,,1.29,753,,,,,DE
83940333,Carbon Steel,Coils,2nd Choice,DX56D,Hot-dip Galvanized (+Z),Z144,1,1.93,,636,,0.85,930,,,,,DE
87842803,Carbon Steel,Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),Z100,1,1.58,,1035,,1.31,787,,,,,DE
39384977,Carbon Steel,Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),Z100,1,1.13,,1034,,1.31,741,,,,,DE
17241320,Carbon Steel,Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),Z144,1,0.89,,1071,,0.68,712,,,,,DE
55177126,Carbon Steel,Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z100,1,1.59,,1035,,0.93,788,,,,,DE
76092649,Carbon Steel,Coils,2nd Choice,HX380LAD,Hot-dip Galvanized (+Z),Z144,1,1.525,,1165,,0.93,764,,,,,DE
99527025,Carbon Steel,Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z100,1,1.365,,1045,,0.98,764,,,,,DE
26674305,Carbon Steel,Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),Z100,1,1.68,,1034,,1.29,797,,,,,DE
65354033,Carbon Steel,Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),Z100,1,2.05,,1033,,1.3,833,,,,,DE
12303845,Carbon Steel,Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),Z100,1,2.29,,1031,,1.3,856,,,,,DE
46246204,Carbon Steel,Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),Z144,1,1.53,,1071,,0.69,777,,,,,DE
88784267,Carbon Steel,Coils,2nd Choice,DX56D,Hot-dip Galvanized (+Z),Z144,1,1.6,,636,,0.85,883,,,,,DE
22582405,Carbon Steel,Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),Z144,1,1.022,,1145,,0.92,719,,,,,DE
93120893,Carbon Steel,Coils,2nd Choice,HX380LAD,Hot-dip Galvanized (+Z),,1,3.905,,1127,,1.14,966,,,,,DE
24530723,Carbon Steel,Coils,2nd Choice,HX380LAD,Hot-dip Galvanized (+Z),Z144,1,1.605,,1131,,1.09,776,,,,,DE
10266096,Carbon Steel,Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z100,1,3.112,,1078,,0.94,917,,,,,DE
76427592,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z275,1,2.1,,1003,,1.98,844,,,,,DE
27324585,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z225,1,4.52,,1003,,0.68,994,,,,,DE
31593874,Carbon Steel,Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),Z144,1,2.412,,1146,,0.92,845,,,,,DE
78100165,Carbon Steel,Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),Z144,1,3.05,,1146,,0.93,897,,,,,DE
55103173,Carbon Steel,Coils,2nd Choice,HX300LAD,Hot-dip Galvanized (+Z),Z100,1,1.1,,1032,,1.29,738,,,,,DE
19956976,Carbon Steel,Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),Z144,1,1.31,,1072,,0.68,755,,,,,DE
30868966,Carbon Steel,Coils,2nd Choice,DX56D,Hot-dip Galvanized (+Z),Z144,1,2.15,,636,,0.84,959,,,,,DE
63105149,Carbon Steel,Coils,2nd Choice,HX260LAD,Hot-dip Galvanized (+Z),Z144,1,1.305,,1007,,1.47,763,,,,,DE
98910906,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z225,1,2.69,,1004,,0.61,832,,,,,DE
97700285,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z275,1,1.16,,1005,,1.84,748,,,,,DE
78914564,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z70,1,8.675,,1003,,0.6,1289,,,,,DE
81642938,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z70,1,1.775,,1002,,0.59,738,,,,,DE
44447283,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z140,1,7.22,,1005,,1,1240,,,,,DE
89550941,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z70,1,3.015,,1222,,0.66,1015,,,,,DE
41905094,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z275,1,1.61,,1222,,0.67,687,,,,,DE
98044723,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z275,1,1.7,,1254,,2.85,769,,,,,DE
17244557,Carbon Steel,Coils,2nd Choice,DX51D,Hot-dip Galvanized (+Z),Z275,1,23.26,,1254,,3.15,1839,,,,,DE
44308307,Carbon Steel,Coils,2nd Choice,S250GD,Hot-dip Galvanized (+Z),Z225,1,2.8,,990,,0.72,847,,,,,DE
11525443,Carbon Steel,Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z100,1,2.7,,1258,,0.91,849,,,,,DE
14831709,Carbon Steel,Coils,2nd Choice,DX56D,Hot-dip Galvanized (+Z),Z144,1,2.4,,1317,,0.85,817,,,,,DE
45498031,Carbon Steel,Coils,2nd Choice,DX56D,Hot-dip Galvanized (+Z),Z144,1,1.31,,1317,,0.85,730,,,,,DE
99056961,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z225,1,1.57,,1223,,0.66,683,,,,,DE
22209406,Carbon Steel,Coils,2nd Choice,S350GD,Hot-dip Galvanized (+Z),Z100,1,2.74,,1224,,0.71,788,,,,,DE
49238074,Carbon Steel,Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z100,1,2.12,,1258,,0.92,803,,,,,DE
38153393,Carbon Steel,Coils,2nd Choice,HX380LAD,Hot-dip Galvanized (+Z),Z144,1,3.882,,1258,,0.9,871,,,,,DE
48143611,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z100,1,2.1,,1309,,0.71,720,,,,,DE
17816323,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z100,1,2.14,,1309,,0.71,723,,,,,DE
87939889,Carbon Steel,Coils,2nd Choice,S350GD,Hot-dip Galvanized (+Z),Z275,1,6.62,,1225,,0.68,1065,,,,,DE
68217050,Carbon Steel,Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),Z100,1,1.34,,934,,0.97,778,,,,,DE
75712727,Carbon Steel,Coils,2nd Choice,S320GD,Hot-dip Galvanized (+Z),Z225,1,1.97,,1220,,0.68,721,,,,,DE
34240811,Carbon Steel,Coils,2nd Choice,S350GD,Hot-dip Galvanized (+Z),Z275,1,4.55,,1224,,0.68,928,,,,,DE
19592905,Carbon Steel,Coils,2nd Choice,S350GD,Hot-dip Galvanized (+Z),Z275,1,1.16,,1224,,0.68,642,,,,,DE
54421462,Carbon Steel,Coils,2nd Choice,DX56D,Hot-dip Galvanized (+Z),Z144,1,1.232,,1255,,0.84,729,,,,,DE
97797793,Carbon Steel,Coils,2nd Choice,S280GD,Hot-dip Galvanized (+Z),Z275,1,2.27,,1223,,0.6,748,,,,,DE
19365871,Carbon Steel,Coils,2nd Choice,S320GD,Hot-dip Galvanized (+Z),Z225,1,1.33,,1221,,0.68,659,,,,,DE
72891081,Carbon Steel,Coils,2nd Choice,HX340LAD,Hot-dip Galvanized (+Z),Z144,1,2.165,,1238,,1.19,736,,,,,DE
96349738,Carbon Steel,Coils,2nd Choice,S350GD,Hot-dip Galvanized (+Z),Z275,1,7.6,,1224,,0.7,1125,,,,,DE
19034026,Carbon Steel,Coils,2nd Choice,DX54D,Hot-dip Galvanized (+Z),Z100,1,3.66,,1257,,0.91,919,,,,,DE
